章节,文件,修改编号,修改前内容,修改后内容
第27章：多偶人 + 单偶人的关系,part3/3.27.md,001,每个人都想搞不懂为什么,每个人都搞不懂为什么
第27章：多偶人 + 单偶人的关系,part3/3.27.md,002,与非单偶制的伴侣和睦相处,接受了伴侣的非单偶制身份
第27章：多偶人 + 单偶人的关系,part3/3.27.md,003,但是和Poly人谈恋爱也能满足自己的需求,但对于Poly伴侣来说，自己就已经足够了
第27章：多偶人 + 单偶人的关系,part3/3.27.md,004,多性恋,多边关系
第27章：多偶人 + 单偶人的关系,part3/3.27.md,005,在她的案例中，有不少人的单对多关系中都存在着内在的张力，因此她还特意为此写了一本书。,在她的来访者中，单偶+多偶关系的内在张力占了如此高的比例，以至于她正在为此写一本书。
第27章：多偶人 + 单偶人的关系,part3/3.27.md,006,合意非单偶制为什么行得通,合意非单偶制是怎么运作的
第27章：多偶人 + 单偶人的关系,part3/3.27.md,007,你不应该只是跟我亲亲抱抱就够了，其实还有更好的选择，就是当着伊万的面，跟我亲亲抱抱,你不仅可以跟我亲亲抱抱，你甚至可以当着伊万的面这样做。
第27章：多偶人 + 单偶人的关系,part3/3.27.md,008,我对此倒是没有什么评价,对此我倒没什么意见
第27章：多偶人 + 单偶人的关系,part3/3.27.md,009,从自以为自己高等…到目中无人…以及暗含着瞧不起人的,从居高临下的…到带有胁迫意味的…以及可能带有虐待性质的
第27章：多偶人 + 单偶人的关系,part3/3.27.md,010,因为他们有希望改变变化，这就使其想起自己的是如何变化失败的,因为别人的变化会让他们想起自己改变失败的经历
第27章：多偶人 + 单偶人的关系,part3/3.27.md,011,他们想要做出的变化,*他们*想要做出的变化
第27章：多偶人 + 单偶人的关系,part3/3.27.md,012,能会随着时间推移被磨平了,可能会随着时间推移被磨平
第27章：多偶人 + 单偶人的关系,part3/3.27.md,013,随着时间的推移，我们在初恋时做出的让步可能会让对方感到厌烦,热恋时做出的那些让步，随着时间推移，可能会变得让人心烦
第27章：多偶人 + 单偶人的关系,part3/3.27.md,014,（正文缺少章节标题）,**第27章 多偶人 + 单偶人的关系**（补入正文开头）
第27章：多偶人 + 单偶人的关系,part3/3.27.md,015,努力让伴侣接触不到其他的恋人,努力让伴侣与其他恋人之间保持距离
第27章：多偶人 + 单偶人的关系,part3/3.27.md,016,有三个可爱的人轮流共享时光,有三个可爱的人随意来来去去
第27章：多偶人 + 单偶人的关系,part3/3.27.md,017,她的丈夫伊万也是,她的丈夫伊万也同样非常鼓励
第27章：多偶人 + 单偶人的关系,part3/3.27.md,018,布谷鸟的行为更加隐蔽,布谷鸟的行为更加隐晦而有害
第27章：多偶人 + 单偶人的关系,part3/3.27.md,019,坊间传闻过这样的案例,有一些据传的案例
第28章：关于二人情侣的那些事……,part3/3.28.md,001,单偶制和换偶关系,表面单偶制和换偶关系
第28章：关于二人情侣的那些事……,part3/3.28.md,002,（漏译）,"补入""如果想减少或消除隐含的等级制度，可以使用'丈夫和伴侣'这类说法，或者干脆将两人都称为伴侣。"""
第28章：关于二人情侣的那些事……,part3/3.28.md,003,对ta们共同的那个爱人,对他们共同的那个爱人
第28章：关于二人情侣的那些事……,part3/3.28.md,004,分配给ta的时间少一点，或或者对规则的话语权更低,分配给其的时间少一点，或者对规则的话语权更低
第28章：关于二人情侣的那些事……,part3/3.28.md,005,吃晚饭还可以继续喝酒,吃完饭还可以继续喝酒
第28章：关于二人情侣的那些事……,part3/3.28.md,006,只会在机会合适的时候进入你生活的恋人，。,只会在偶尔进入你生活的恋人。
第28章：关于二人情侣的那些事……,part3/3.28.md,007,在一个kik[[8\]](#_ftn8) 群里,在一个kik[^8] 群里
第28章：关于二人情侣的那些事……,part3/3.28.md,008,"""Poly.Land""博客和多本书籍的作者","""Poly.Land""博客和写作者"
第28章：关于二人情侣的那些事……,part3/3.28.md,009,但DK·格林认为情况并非如此。,但DK·格林认为这不必然会发生。
第28章：关于二人情侣的那些事……,part3/3.28.md,010,是*唯一的这对**情侣*（*the* *couple*）,是*唯一的这一对情侣*（*the* *couple*）
第28章：关于二人情侣的那些事……,part3/3.28.md,011,（贝琪引文缺前半句）,"补入""做出所有让步、接受所有例外的总是她，而"""
第28章：关于二人情侣的那些事……,part3/3.28.md,012,他所做的就是欺骗她去见其他人。,他所做的就是瞒着她出去见了好多人。
第28章：关于二人情侣的那些事……,part3/3.28.md,013,单人多配偶制,独身多边关系
第28章：关于二人情侣的那些事……,part3/3.28.md,014,有人会得到占到更多的时间,有人会得到更多的时间
第28章：关于二人情侣的那些事……,part3/3.28.md,015,有人的沦为次要地位了,有人沦为次要地位了
第28章：关于二人情侣的那些事……,part3/3.28.md,016,首要伴侣的需求自动优先于次要伴侣的需求,主要伴侣的需求自动优先于次要伴侣的需求
第28章：关于二人情侣的那些事……,part3/3.28.md,017,如果我现在在住院里,如果我现在在住院
第28章：关于二人情侣的那些事……,part3/3.28.md,018,没有这种含义。[^3]。,没有这种含义[^3]。
第28章：关于二人情侣的那些事……,part3/3.28.md,019,我可以说我不想让这个人住在我家,我可以说我不想让这个人进我家
第28章：关于二人情侣的那些事……,part3/3.28.md,020,让每个人都知道自己实际上*是*在哪个位置上。,让每个人都知道实际提供的*是*什么。
第29章：如果你想和一对情侣约会,part3/3.29.md,001,就是神话传说中的那种双头怪兽一样,就像神话传说中的那种双头怪兽一样
第29章：如果你想和一对情侣约会,part3/3.29.md,002,让他们认识你的性存在（sexuality）及其由来,让他们了解你的性存在（sexuality）会引你去向何方、以及为什么
第29章：如果你想和一对情侣约会,part3/3.29.md,003,要费老大劲才能说服自己接受,怎么都热不起来
第29章：如果你想和一对情侣约会,part3/3.29.md,004,你会选择这些规矩吗,你会选择这些指引吗
第29章：如果你想和一对情侣约会,part3/3.29.md,005,是完美的双性恋者,是*完美的*双性恋者
第29章：如果你想和一对情侣约会,part3/3.29.md,006,你就有机会,你就很有希望
第29章：如果你想和一对情侣约会,part3/3.29.md,007,不同的人具体期待的东西还不一样,还要看对方有什么样的期待
第29章：如果你想和一对情侣约会,part3/3.29.md,008,你能想到你同样地（equally）喜欢的两个人吗？,你能想到你同等地喜欢的两个人吗？
第29章：如果你想和一对情侣约会,part3/3.29.md,009,，或者，还有共同的历史,，并且还有共同的历史
第29章：如果你想和一对情侣约会,part3/3.29.md,010,比主角英雄要威风得多,比区区一个英雄要难对付得多
第29章：如果你想和一对情侣约会,part3/3.29.md,011,如果你想成为独角兽,如果你有意成为独角兽
第29章：如果你想和一对情侣约会,part3/3.29.md,012,在面试过程中，你比他们更有优势。,你比他们更有资格来主导面试过程。
第29章：如果你想和一对情侣约会,part3/3.29.md,013,你们所有人都要同意明确的界限和期待,你们所有人就明确的界限和预期达成一致
第30章：独角兽及其猎取,part3/3.30.md,001,一个与双性恋女性谈恋爱关系男性,一个与双性恋女性谈恋爱的男性
第30章：独角兽及其猎取,part3/3.30.md,002,打开换偶之门的第一步，经常是一个双性恋的女人,通往换偶的大门，往往是女性的双性恋倾向
第30章：独角兽及其猎取,part3/3.30.md,003,你知道你也可以喜欢女孩,你知道你本来就对女孩有感觉
第30章：独角兽及其猎取,part3/3.30.md,004,这时候，在场的所有人都会集体鼓掌。,这时候，在场的所有人都会集体扶额。
第30章：独角兽及其猎取,part3/3.30.md,005,多角恋小组,多边关系小组
第30章：独角兽及其猎取,part3/3.30.md,006,这这条路,这条路
第30章：独角兽及其猎取,part3/3.30.md,007,他们会出现在当地的聚会上,他们会大摇大摆地闯入当地的聚会
第30章：独角兽及其猎取,part3/3.30.md,008,把新来的人带到这个优秀的网站,把这个优秀的网站推荐给新来的人
第30章：独角兽及其猎取,part3/3.30.md,009,女性子账号,女性的奴隶档案
第30章：独角兽及其猎取,part3/3.30.md,010,删掉那些搞笑闹着玩的回复,筛选掉那些搞笑闹着玩的回复
第30章：独角兽及其猎取,part3/3.30.md,011,说明他们确实有个可信的理由,说明确实有合情合理的理由
第30章：独角兽及其猎取,part3/3.30.md,012,带她去厕所做,带她去厕所亲热
第30章：独角兽及其猎取,part3/3.30.md,013,她让我觉得我们以后可以就只搞三口之家，以后还可以跟其他人继续探索这种做法,她让我觉得我们以后搞个三口之家，跟其他人一起探索这种做法
第30章：独角兽及其猎取,part3/3.30.md,014,因此，除了他之外，她还经常约我们,因此，她会在他不在的时候来见我们
第30章：独角兽及其猎取,part3/3.30.md,015,有些感觉我体会不到了。有时候,有些感觉我体会不到了。我无法将她们视作超出朋友或卧室玩伴的存在。有时候
第30章：独角兽及其猎取,part3/3.30.md,016,已经同意非单偶制,刚刚开始接触合意非单偶制
第30章：独角兽及其猎取,part3/3.30.md,017,行的通,行得通
第30章：独角兽及其猎取,part3/3.30.md,018,从而而感到性兴奋,从而感到性兴奋
第30章：独角兽及其猎取,part3/3.30.md,019,"而""cuck""这个词已经成为新纳粹分子对于""虐待""的标准术语了","而""cuck""这个词已经成为新纳粹分子使用的标准辱骂用语了"
第30章：独角兽及其猎取,part3/3.30.md,020,[[2]](#_ftn2),[^2]
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,001,厌女的最高程度,厌女特权意识的极致体现
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,002,我认为他们都很邪恶，我希望他们死在火中,我认为这些东西都很邪恶，我希望它们死在火中
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,003,与ta们选择的其他人发生性关系,与其选择的其他人发生性关系
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,004,改变发生农业产生、人类开始定居之后,改变发生在农业诞生、人类开始定居之后
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,005,在化妆之后重新粉墨登场,重新粉墨登场
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,006,第一个例子很遥远,第一个例子是间接接触到的
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,007,他们以确实是以,他们确实是以
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,008,定位成当成朋友,定位成朋友
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,009,运行的不错,运行得不错
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,010,"表面上实行""表面单偶制""的关系","名义上的""表面单偶制""关系"
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,011,因为我过去一直认为自己很激进,因为我过去一直认为自己很进步
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,012,虽然大声点说出来也不会变得合理,虽然把这些话说出口也不会变得合理
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,013,但我从未见过一个男人，真的不摆架子，真的愿意分享内心深处的感受，诸如此类，这些知识层面的东西并不能等同于情感的东西。,但我从未见过哪个男人，是真的卸下伪装，去分享内心深处的感受；真的可以做到，在某种层面或某种程度上，完全没有这种感觉（指上文所说动物性的领地意识）。
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,014,我也想找个人来陪，也玩得很开心，但我没找到,我也想有个人可以回去依靠，也能享受快乐，但我得不到
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,015,但至少可能揭晓一个结果,但至少可能促成一个解决
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,016,我不知道在什么情况下我认为这是完全合理的,我想不出有什么情况能让我认为这是完全合理的
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,017,心理行业很多从业者认为BDSM主要是为了满足奴隶或顺从者的需求,很多BDSM实践者认为BDSM主要是为了满足奴隶或顺从者的需求
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,018,"由于男性（普遍来说）更能在社交场合中直接对自己不喜欢的事情说""不""",由于男性，普遍来说，在社会化过程中更多地学会了开口拒绝自己不想要的东西
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,019,不仅是重男轻女的工具,不仅是父权制的工具
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,020,这条鸿沟两侧的人永远都不应该见面,这条鸿沟两侧的人永远不会走到一起
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,021,Chatgpt,ChatGPT
"第31章：""一根丁政策""及其反对意见",part3/3.31.md,022,对阿兰来说，情况也有点头疼,（忽略——用户标注）
第32章：合意非单偶制者的权利法案？,part3/3.32.md,001,阿努什卡是否应该跟随伊恩搬到伊恩工作方便的地方,阿努什卡是否应该搬去追随祖尔（Zul），去他的新工作所在地
第32章：合意非单偶制者的权利法案？,part3/3.32.md,002,这并不意味着我有权帮关系里的其他人保守秘密,这并不意味着我有权向关系中的其他人隐瞒秘密
第32章：合意非单偶制者的权利法案？,part3/3.32.md,003,凡是在我不知情的场合里、最好是在所有未经我同意的情况下，都：不能跟他人透露……,凡是在我不知情时（理想情况下，应当是在未取得我同意时）不得向他人透露……
第32章：合意非单偶制者的权利法案？,part3/3.32.md,004,它一直这个世界检验人的权利与自由,它一直是这个世界检验人的权利与自由
第32章：合意非单偶制者的权利法案？,part3/3.32.md,005,汉萨·梅塔是是印度国内外争取妇女权利的坚定战士。1947—1948年间，她联合国人权委员会唯一的另一名女性代表。,汉萨·梅塔是印度国内外争取妇女权利的坚定战士。1947—1948年间，她是联合国人权委员会唯一的另一名女性代表。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,006,"""在合理范围内""这几个字，让理由变得非常充分。","""在合理范围内""这个限定很能说明问题。"
第32章：合意非单偶制者的权利法案？,part3/3.32.md,007,他们受到虐待，心灵受到创伤，他们也是好人，会尽最大努力让世界变得更美好、更公平、更公正，并为那些需要帮助的人提供支持。,他们受到虐待，心灵受到创伤；而善良的人们会尽最大努力让世界变得更美好、更公平、更公正，并支持那些需要帮助的人。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,008,如果我对他们有任何怨恨，这种怨恨就会破坏我与他人的关系,如果他们以任何方式怨恨我，这种怨恨就会破坏我与他人的关系
第32章：合意非单偶制者的权利法案？,part3/3.32.md,009,我有权单独与每个人相处，就像我与大家一起相处那样。,我有权与每个人单独相处，也有权与大家一起相处。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,010,妇女、亚裔、非裔、土著和拉美裔的愤怒、同性恋者和残疾人的愤怒,妇女、亚裔、非裔、土著和拉美裔的愤怒、酷儿们和残疾人的愤怒
第32章：合意非单偶制者的权利法案？,part3/3.32.md,011,我也理应有权访问ta的世界；例如ta的其他伴侣,我也理应有权踏足对方的世界；例如你伴侣的另一个伴侣
第32章：合意非单偶制者的权利法案？,part3/3.32.md,012,次要关系的权利法案（L29链接文字、L33小节标题）,次要伴侣的权利法案
第32章：合意非单偶制者的权利法案？,part3/3.32.md,013,后来又被总结成另一篇,后来又被推广（泛化）为另一篇
第32章：合意非单偶制者的权利法案？,part3/3.32.md,014,（无论是单偶制还是非单偶制）而言,（无论是单偶制还是合意非单偶制）而言
第32章：合意非单偶制者的权利法案？,part3/3.32.md,015,那么这种情况就一定会容易得多了,那么这类事几乎总是会容易得多
第32章：合意非单偶制者的权利法案？,part3/3.32.md,016,我如果是期待获得伴侣关系的完全决策权，例如对你们主要关系的决策权,如果我期待的是那种附带完整决策权的伴侣关系，例如我可以对主要关系的方方面面指手画脚
第32章：合意非单偶制者的权利法案？,part3/3.32.md,017,这就有从内在形成多数派的可能。,这就有一种风险，那就是这种结构天然就会产生一个多数派。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,018,在关系中，只有对每个人都有利的办法才是好办法。,在关系中，只有对每个人都有利的安排（deal）才是好安排。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,019,如果一个人颐指气使，或脾气暴躁，指望全世界都围着自己转,如果一个人颐指气使，或小题大做（闹别扭），指望全世界都围着自己转
第32章：合意非单偶制者的权利法案？,part3/3.32.md,020,同样，这在单偶制关系中也同样适用。,同样，这在单偶制关系中也适用。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,021,这包括在我的恐惧、疑虑和担忧产生时，就有权知道发生了什么事，而不是在这些负面情绪变得难以克服之后。,这包括有权在恐惧、疑虑和担忧产生时第一时间了解它们，而不是等到这些负面情绪变得难以克服之后。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,022,在我们生活的世界里，无论如何，在西方,在我们生活的世界里，至少在西方
第32章：合意非单偶制者的权利法案？,part3/3.32.md,023,这是主奴关系的核心动力机制。,这是D/s（支配与臣服）这一小众性癖的核心动力机制。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,024,即便只是为了你们都爱/崇拜/疯狂追逐的那个人,即便只是为了你们都爱/崇拜/大做特做的那个人
第32章：合意非单偶制者的权利法案？,part3/3.32.md,025,《NRE——新关系能量[^2]》一章；脚注[^2]：本版译为《新关系热恋能量》,"正文与脚注统一为""新关系热恋能量""，脚注说明译名确定过程并指引第34章"
第32章：合意非单偶制者的权利法案？,part3/3.32.md,026,将心比心（mutuality）是成功的基石,"将心比心（mutuality，直译""互惠""）是大多数成功关系的基石"
第32章：合意非单偶制者的权利法案？,part3/3.32.md,027,（第一条权利无引用块，其余各条均在引用块内）,第一条权利也置于引用块内，格式统一
第32章：合意非单偶制者的权利法案？,part3/3.32.md,028,我还会摘录作者原本的评论,我还会摘录作者原本的评论，与这些原则放在一起
第32章：合意非单偶制者的权利法案？,part3/3.32.md,029,此时的人们即使得不到真正想要的也会倾向于满足,此时的人们，即使没有完全得到自己想要的，也会将就着接受
第32章：合意非单偶制者的权利法案？,part3/3.32.md,030,祖尔和阿努什卡（Zul and Anushka）是主要情侣,祖尔和阿努什卡（Zul and Anushka）是主要伴侣
第32章：合意非单偶制者的权利法案？,part3/3.32.md,031,每个人都需要有足够的空间来处理突发情况。,"每个人都需要有足够的空间来处理突发事件，亲爱的孩子，是突发事件[^2]。（新增脚注说明""events, dear boy, events""出处与存疑，原脚注[^2]–[^7]顺延为[^3]–[^8]）"
第32章：合意非单偶制者的权利法案？,part3/3.32.md,032,在良好的规则和定义中，不应该掺入这种怨恨。,怨恨不应渗入已经定好的规则和定义之中。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,033,检验人的权利与自由,检验各国人民的权利与自由
第32章：合意非单偶制者的权利法案？,part3/3.32.md,034,因为你小时候有妈妈为你做这些,因为以前有妈妈为你做这些
第32章：合意非单偶制者的权利法案？,part3/3.32.md,035,你可以向他们提出质疑（注意尊重他人边界）,你可以向他们提出质疑（态度上要尊重）
第32章：合意非单偶制者的权利法案？,part3/3.32.md,036,而是对上文的一些补充,不如说是写在上文空白处的批注（notes in the margins）
第32章：合意非单偶制者的权利法案？,part3/3.32.md,037,也要给他们有机会得以尖叫着跑掉,也要给他们充分的机会尖叫着跑掉
第32章：合意非单偶制者的权利法案？,part3/3.32.md,038,不要假想，要实际检查一下。经常检查。,不要想当然。要定期深入谈心。要经常这样做。
第32章：合意非单偶制者的权利法案？,part3/3.32.md,039,即使可能发生一些困难的情况，但是善意、同情和清晰的沟通,即使可能发生一些困难的情况，至少善意、同情和清晰的沟通
第33章：表侣,part3/3.33.md,001,我不确定我能不能带ta再看一遍《猫[^1]》,我可不确定自己能再看一遍《猫[^1]》
第33章：表侣,part3/3.33.md,002,如metamour，但是身份不那么正式,同metamour，但叫法更随意（更不正式）
第33章：表侣,part3/3.33.md,003,对有些人来说，表侣是合意非单偶制赋予其的意料之外的惊喜天赐。,对有些人来说，表侣是合意非单偶制最大的意外之喜之一。
第33章：表侣,part3/3.33.md,004,他们的表侣，无论是否在场，都会在他们的生活中扮演重要的角色。,他们的表侣，无论是否在场，都可能在他们生活中扮演重要角色。
第33章：表侣,part3/3.33.md,005,就是这样咩）,懂了咩？）
第33章：表侣,part3/3.33.md,006,对于这些长期保持在一起的多边家庭,对于这些长期保持在一起的Poly分子团家庭
第33章：表侣,part3/3.33.md,007,那些能为彼此的生活增添价值的伴侣,那些能为彼此生活增添价值的表侣
第33章：表侣,part3/3.33.md,008,还能在这一整个多边关系遇到困难时，为其共有的这个伴侣提供支持,还能在他们共有的那段多边关系陷入困境时，为这段关系提供支持
第33章：表侣,part3/3.33.md,009,不仅能在生活遇到突如其来的困境时相互支持,不仅能在生活不可避免地给他们带来变故时相互支持
第33章：表侣,part3/3.33.md,010,毫无疑问，在很多Poly人看来，表侣是一种值得追寻的、近乎于理想的东西。,毫无疑问，很多Poly人都把表侣之间彼此亲近视为一种值得追求的理想。
第33章：表侣,part3/3.33.md,011,我跟一个只聊电子游戏，但是这也挺好的。,我也喜欢和另一个表侣就着电子游戏随便聊聊。
第33章：表侣,part3/3.33.md,012,我和他并没有发展出超越友谊的关系,我和他算不上特别要好的朋友
第33章：表侣,part3/3.33.md,013,阿蒂是我生命中的一个好人,以这个身份出现在我生命中，阿蒂是个很好的人
第33章：表侣,part3/3.33.md,014,对我来说，我的朋友就像我的家人，我就是这样对待他们的。这个词很重，但这就是我的感受。,对我来说，我的朋友就像我的家人，我就是这样对待他们的。然后我觉得他们俩都背叛了我。背叛是个很重的词，但这就是我的感受。
第33章：表侣,part3/3.33.md,015,最可悲的是，他们好像是真的完全不关心这件事对我的影响。,最可悲的是，他们似乎根本不在乎这件事对我有多重要。
第33章：表侣,part3/3.33.md,016,"再加上""错误""的人，很容易就会弄巧成拙。","再掺进""错误""的人，很容易就会演变成彻底的乱局。"
第33章：表侣,part3/3.33.md,018,他们对彼此价值的认识，其实反映出你伴侣身上的一些事情。,他们在对方身上看重的东西，也许正反映出你伴侣自身的某些方面。
第33章：表侣,part3/3.33.md,019,如果你就是跟他们互不相容，那你和你的伴侣之间是否也有什么地方是不相容的呢？,如果你伴侣看重的那种东西与你并不相容，那这算不算你与伴侣之间的不相容呢？
第33章：表侣,part3/3.33.md,020,你的伴侣是如何选择其他伴侣的，可以告诉你很多事。,你的伴侣对其他伴侣的选择，能让你对这个人了解很多。
第33章：表侣,part3/3.33.md,021,这些事情一般都家里的事情关系密切。,这些事情一般都与更贴近你们自身关系的问题密切相关。
第33章：表侣,part3/3.33.md,022,家里的事情,更贴近你们自身关系的问题
第33章：表侣,part3/3.33.md,023,如果你要解决你与表侣冲突或问题,如果你要解决你与表侣之间的冲突或问题
第33章：表侣,part3/3.33.md,024,让事情尽可能地顺利进行，确实是你要关注的事情。,让事情尽量顺利运转，对你确实有好处。
第33章：表侣,part3/3.33.md,025,你就不应该每周六都和他玩桌游,你不必每周六都陪那个人玩桌游
第33章：表侣,part3/3.33.md,026,或者和他们一起3P,或者和那个人一起3P
第33章：表侣,part3/3.33.md,027,但你不必等到他们带着黑眼圈、或者一脸惊恐回到家,但你不必等到他们带着被打青的眼眶、或者一脸惊恐回到家
第33章：表侣,part3/3.33.md,028,如果有疑问，可以向共同的朋友打听一下，听听他们的意见。,如果有疑问，可以和共同的朋友通个气，听听他们相对更客观的看法。
第33章：表侣,part3/3.33.md,029,判刑和坐牢,犯罪与入狱
第33章：表侣,part3/3.33.md,030,这只是意味着他们不得不分处理优先级更高的事情。,这只是意味着他们不得不处理优先级更高的事情。
第33章：表侣,part3/3.33.md,031,也会出现你的伴侣与之另一个伴侣分手的情况。,也会出现你的伴侣与另一个伴侣分手的情况。
第33章：表侣,part3/3.33.md,032,在你的伴侣与你断绝联系后,即使在你伴侣与那位前任表侣断绝联系之后
第33章：表侣,part3/3.33.md,033,更让人不满的是，她的伴侣不希望她和其他人交往。,尤其是因为她的伴侣还不许她去见别人。
第33章：表侣,part3/3.33.md,035,人们通常都有自己喜欢的那一种菜,人们通常都有自己喜欢的那一款菜
第33章：表侣,part3/3.33.md,036,他们甚至有时会为了某个人的幸福，跟共同伴侣一起干预其生活（当然是友好的那种）。,他们有时甚至会出于对某位伴侣幸福的担忧，共同去找共有的那位伴侣谈谈（当然是友善地）。
第33章：表侣,part3/3.33.md,037,表侣Metamour (n.) ：伴侣的,表侣Metamour (n.)：伴侣的
第33章：表侣,part3/3.33.md,038,"我可不确定自己能再看一遍《猫[^1]》""。","我可不确定自己能再看一遍《猫[^1]》。"""
第33章：表侣,part3/3.33.md,039,"""ta的需求真的好旺盛啊。她似乎把所有时间都花在和ta打电话上了。""","""他们真的太黏人了。她似乎把所有时间都花在和他们打电话上了。"""
第33章：表侣,part3/3.33.md,040,可以增进自己与伴侣之间的关系。,可以增进自己与共同伴侣之间的关系。
第33章：表侣,part3/3.33.md,041,"以纪念""多边关系中最独特的关系""。","以纪念""多边恋中最独特的关系""。"
第33章：表侣,part3/3.33.md,042,在多边关系的家庭中是如此重要,在多边家庭中是如此重要
第33章：表侣,part3/3.33.md,043,我们普通人，过着自己的生活。,我们都只是普通人，过着自己的生活。
第33章：表侣,part3/3.33.md,044,我觉得这是因为我有自己的底线，而我发现他们一直在挑战我的底线,我觉得这是因为我有自己的边界，而我发现他们一直在挑战我的边界
第33章：表侣,part3/3.33.md,045,你们都以共同的这位约会对象的幸福为己任。,你们都把这位共同约会对象的幸福放在心上。
第33章：表侣,part3/3.33.md,046,"你也不能说：""我要求你和这个人分手""。","你也不能说：""我要求你和这个人分手。"""
第33章：表侣,part3/3.33.md,048,如果你身处一个人际网络的圈子，这个圈子里的人们在情感上彼此相连,如果你身处一个情感上彼此相连的人际网络
第33章：表侣,part3/3.33.md,049,"也许有一天你可以说""这样的结局蛮好的""或""我觉得ta确实不适合你""","也许有一天你可以说""这样的结局蛮好的""或""我觉得那个人确实不适合你"""
第33章：表侣,part3/3.33.md,050,但你要等到伴侣结束了悲伤才可能等到这样的时机,但那样的时机几乎可以肯定要等伴侣悲伤结束之后才会到来
第33章：表侣,part3/3.33.md,052,有一次，他挑了一个好年轻的女孩,有一次，他挑了一个比他年轻得多的女孩
第33章：表侣,part3/3.33.md,054,这三个人熟识彼此，而且相处得热情似火。,这三个人熟识彼此，而且相处得极为融洽。
第34章：新关系热恋能量,part3/3.34.md,001,涵盖淡淡的`“新爱“感觉`,涵盖淡淡的`“新爱”感觉`
第34章：新关系热恋能量,part3/3.34.md,002,Love and Limerence：The Experience Of Being In Love,Love and Limerence: The Experience Of Being In Love
第34章：新关系热恋能量,part3/3.34.md,003,被简化为首字母缩写NRE。,被简化为首字母缩写*NRE*。
第34章：新关系热恋能量,part3/3.34.md,004,你为什么在家里鬼鬼祟祟的，或者出去玩也从不给他们打电话,你为什么像个幽灵一样不着家，或者从不给他们打电话
第34章：新关系热恋能量,part3/3.34.md,005,对于他们来说，这只会增加他们的刺激和吸引力。,这只会增添他们的刺激和吸引力。
第34章：新关系热恋能量,part3/3.34.md,006,它有可能让其他人的不安全感变得更加强烈,它有可能鲜明地凸显出其他人的不安全感
第34章：新关系热恋能量,part3/3.34.md,007,对于远在天边的其他人来说，就更加难以预测了,对于关系上隔着一层的人来说，就更加难以预料了
第34章：新关系热恋能量,part3/3.34.md,008,从而让自己的每一个伴侣都沾上了光,从而让自己所有的关系都亮了起来
第34章：新关系热恋能量,part3/3.34.md,009,酒精或别的什么麻醉剂,酒精或任何其他令人陶醉的东西
第34章：新关系热恋能量,part3/3.34.md,010,互联网上充斥着各种靠不住的说法,互联网上充斥着各种靠不住的调查
第34章：新关系热恋能量,part3/3.34.md,011,如果你知道自己是个强烈的酒鬼，你就知道自己不应该喝酒。,如果你知道自己喝醉后会变得暴力，你就知道自己不该喝酒。
第34章：新关系热恋能量,part3/3.34.md,012,多到根本他妈用不完的保证,多到用不完的保证
第34章：新关系热恋能量,part3/3.34.md,014,最基本的是你要发现自己的不足并提前做好准备,基本上就是预判自己的不足，并围绕它们来做安排
第34章：新关系热恋能量,part3/3.34.md,015,而且我了知道自己这一点,而且我知道自己这一点
第34章：新关系热恋能量,part3/3.34.md,016,我会先准备好再去约会，这样我就不会真的做出那些我已知自己经常被热恋能量影响而做出的不好的事情。,我会提前备好约会计划，免得自己又做出明知在热恋能量影响下通常会做的那些事。
第34章：新关系热恋能量,part3/3.34.md,017,而其他伴侣通常也会很感激我们的到来,而其他伴侣通常也很乐意分到一些这样的热情
第34章：新关系热恋能量,part3/3.34.md,018,这是一种难得的冲动。,这是一种难得的快感。
